4.93 4.16 3
4.71 3.44 3
4.74 3.52 3
1.48 3.67 3
6.6 0.74 3
0.195 1.44 3
1.42 5.4 3
2.77 3.89 3
1.09 5.62 3
1.51 4.41 3
